DateTime,PV Power,FCEV demand,RTP
2018-01-01 00:00:00,0.0,1.0345430376835083,0.036842211302456
2018-01-01 01:00:00,0.0,0.6583455694349597,0.0464666629230998
2018-01-01 02:00:00,0.0,0.5642962023728226,0.0244164559815054
2018-01-01 03:00:00,0.0,0.4702468353106855,0.0293218088739329
2018-01-01 04:00:00,0.0,0.6583455694349597,0.0236936843862098
2018-01-01 05:00:00,0.0,1.1285924047456453,0.0275743350333187
2018-01-01 06:00:00,0.0,1.9750367083048792,0.0280420059170547
2018-01-01 07:00:00,0.0,2.9155303789262503,0.1246976649065633
2018-01-01 08:00:00,15.296830469025,3.950073416609759,0.0327219168803856
2018-01-01 09:00:00,104.171307297561,5.172715188417541,0.0316498445227455
2018-01-01 10:00:00,132.11755467393604,5.7370113907903635,0.0237806597949228
2018-01-01 11:00:00,90.48370945562026,5.831060757852501,0.0206902688873288
2018-01-01 12:00:00,186.93287488765623,6.113208859038912,0.0241247288362421
2018-01-01 13:00:00,160.67999466664102,6.583455694349598,0.02125350751639
2018-01-01 14:00:00,65.73453891055625,6.865603795536009,0.0227723285619605
2018-01-01 15:00:00,39.47475084959998,7.241801263784557,0.0176742751342153
2018-01-01 16:00:00,10.135750640625,7.335850630846695,0.0216592456770158
2018-01-01 17:00:00,0.0,6.959653162598147,0.0216216849846891
2018-01-01 18:00:00,0.0,6.301307593163187,0.1618717710016388
2018-01-01 19:00:00,0.0,5.266764555479678,0.0264554160268182
2018-01-01 20:00:00,0.0,4.044122783671895,0.0235800716014993
2018-01-01 21:00:00,0.0,3.1036291130505247,0.0205071133138296
2018-01-01 22:00:00,0.0,2.445283543615565,0.0196600649743321
2018-01-01 23:00:00,0.0,1.692888607118468,0.0247875606325206
2018-01-02 00:00:00,0.0,0.8746329749677536,0.0366092640224943
2018-01-02 01:00:00,0.0,0.5565846204340249,0.0394099018960851
2018-01-02 02:00:00,0.0,0.4770725318005929,0.024609926239588
2018-01-02 03:00:00,0.0,0.3975604431671607,0.0217939746841393
2018-01-02 04:00:00,0.0,0.5565846204340249,0.0274840367290829
2018-01-02 05:00:00,0.0,0.9541450636011858,0.0233998950635481
2018-01-02 06:00:00,0.0,1.669753861302075,0.023362420709563
2018-01-02 07:00:00,0.0,2.4648747476363964,0.1076459697104221
2018-01-02 08:00:00,2.31473486116025,3.33950772260415,0.0347798443197723
2018-01-02 09:00:00,25.440444289972252,4.373164874838768,0.0307408382161519
2018-01-02 10:00:00,172.5359858023723,4.85023740663936,0.0210473304278696
2018-01-02 11:00:00,227.575948527609,4.929749495272793,0.0220976504360622
2018-01-02 12:00:00,230.25870590455628,5.168285761173089,0.02536159065558
2018-01-02 13:00:00,190.846784792921,5.56584620434025,0.023128350229416
2018-01-02 14:00:00,113.12712380800625,5.804382470240546,0.0265925300423271
2018-01-02 15:00:00,45.14552885313601,6.122430824774275,0.0282599512582784
2018-01-02 16:00:00,63.840311936784,6.2019429134077075,0.0231882912883304
2018-01-02 17:00:00,0.0,5.88389455887398,0.0220157546441181
2018-01-02 18:00:00,0.0,5.327309938439954,0.1512666795820962
2018-01-02 19:00:00,0.0,4.452676963472199,0.0272525023943146
2018-01-02 20:00:00,0.0,3.419019811237582,0.0210086704262227
2018-01-02 21:00:00,0.0,2.6238989249032607,0.0203036672682102
2018-01-02 22:00:00,0.0,2.0673143044692357,0.0267003493213285
2018-01-02 23:00:00,0.0,1.4312175954017787,0.020886838029746
2018-01-03 00:00:00,0.0,0.868890642862613,0.0400227625478144
2018-01-03 01:00:00,0.0,0.55293040909439,0.0352190366503042
2018-01-03 02:00:00,0.0,0.4739403506523343,0.0303826150001665
2018-01-03 03:00:00,0.0,0.3949502922102785,0.0251905297929225
2018-01-03 04:00:00,0.0,0.55293040909439,0.027754179611307
2018-01-03 05:00:00,0.0,0.9478807013046686,0.0332124825828633
2018-01-03 06:00:00,0.0,1.65879122728317,0.0268052420546835
2018-01-03 07:00:00,0.0,2.448691811703727,0.1109704130382869
2018-01-03 08:00:00,19.88019816512098,3.31758245456634,0.030507278153765
2018-01-03 09:00:00,23.557273294160996,4.344453214313064,0.0293878486426066
2018-01-03 10:00:00,63.58598560641598,4.818393564965398,0.0244670466889092
2018-01-03 11:00:00,207.92806764670027,4.897383623407454,0.0259795523721898
2018-01-03 12:00:00,250.0,5.134353798733621,0.0211700593531887
2018-01-03 13:00:00,250.0,5.5293040909439,0.02000201300435
2018-01-03 14:00:00,214.33670757686025,5.766274266270067,0.0199590125456741
2018-01-03 15:00:00,145.87184367801598,6.08223450003829,0.0216683397238192
2018-01-03 16:00:00,62.86818125296101,6.161224558480345,0.0191448874470322
2018-01-03 17:00:00,0.0,5.845264324712123,0.0219121543856162
2018-01-03 18:00:00,0.0,5.292333915617733,0.1298579743833625
2018-01-03 19:00:00,0.0,4.42344327275512,0.0263280546808226
2018-01-03 20:00:00,0.0,3.3965725130083952,0.0280607258224606
2018-01-03 21:00:00,0.0,2.6066719285878386,0.0238828742529904
2018-01-03 22:00:00,0.0,2.0537415194934487,0.0212130546658609
2018-01-03 23:00:00,0.0,1.421821051957003,0.0260224761202391
2018-01-04 00:00:00,0.0,0.8092395541999208,0.0373528393187879
2018-01-04 01:00:00,0.0,0.5149706253999494,0.0448999654169202
2018-01-04 02:00:00,0.0,0.4414033931999567,0.0221677649977014
2018-01-04 03:00:00,0.0,0.3678361609999639,0.0287768882527247
2018-01-04 04:00:00,0.0,0.5149706253999494,0.0241647606465498
2018-01-04 05:00:00,0.0,0.8828067863999135,0.0237478294500057
